shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
3OUTVTA,41.418084,-70.66727,33
3OUTVTA,41.418031,-70.667131,34
3OUTVTA,41.417822,-70.667258,35
3OUTVTA,41.417777,-70.667189,36
3OUTVTA,41.417382,-70.667408,37
3OUTVTA,41.417367,-70.667282,38
3OUTVTA,41.417454,-70.667186,39
3OUTVTA,41.417411,-70.666798,40
3OUTVTA,41.419198,-70.665854,41
3OUTVTA,41.419853,-70.665522,42
3OUTVTA,41.420224,-70.665267,43
3OUTVTA,41.420482,-70.66499,44
3OUTVTA,41.421072,-70.66391,45
3OUTVTA,41.421637,-70.662651,46
3OUTVTA,41.423618,-70.656897,47
3OUTVTA,41.424024,-70.655074,48
3OUTVTA,41.424104,-70.652372,49
3OUTVTA,41.426019,-70.646581,50
3OUTVTA,41.427129,-70.64227,51
3OUTVTA,41.411041,-70.655084,52
3OUTVTA,41.401696,-70.6619,53
3OUTVTA,41.396489,-70.665769,54
3OUTVTA,41.394536,-70.666836,55
3OUTVTA,41.392934,-70.66797,56
3OUTVTA,41.391181,-70.669304,57
3OUTVTA,41.390078,-70.66989,58
3OUTVTA,41.387454,-70.670085,59
3OUTVTA,41.384856,-70.669949,60
3OUTVTA,41.382814,-70.670005,61
3OUTVTA,41.382716,-70.67215,62
3OUTVTA,41.382908,-70.67287,63
3OUTVTA,41.383028,-70.673382,64
3OUTVTA,41.38292,-70.673862,65
3OUTVTA,41.382752,-70.674118,66
3OUTVTA,41.382488,-70.674358,67
3OUTVTA,41.381851,-70.674469,68
3OUTVTA,41.381029,-70.674581,69
4INVTA,41.354335,-70.765906,1
4INVTA,41.353221,-70.765003,2
4INVTA,41.353173,-70.764523,3
4INVTA,41.353048,-70.764375,4
4INVTA,41.352045,-70.764138,5
4INVTA,41.351487,-70.763977,6
4INVTA,41.351398,-70.763853,7
4INVTA,41.351587,-70.763231,8
4INVTA,41.352055,-70.762601,9
4INVTA,41.352205,-70.762253,10
4INVTA,41.352205,-70.761863,11
4INVTA,41.352066,-70.761356,12
4INVTA,41.352489,-70.759409,13
4INVTA,41.354013,-70.756057,14
4INVTA,41.354202,-70.755024,15
4INVTA,41.353977,-70.754583,16
4INVTA,41.351962,-70.752648,17
4INVTA,41.351038,-70.751835,18
4INVTA,41.350083,-70.750591,19
4INVTA,41.347651,-70.747036,20
4INVTA,41.346396,-70.745497,21
4INVTA,41.344725,-70.744753,22
4INVTA,41.343457,-70.744094,23
4INVTA,41.343037,-70.744018,24
4INVTA,41.342558,-70.742479,25
4INVTA,41.343005,-70.743462,26
4INVTA,41.343244,-70.744157,27
4INVTA,41.344309,-70.744529,28
4INVTA,41.346248,-70.745354,29
4INVTA,41.35007,-70.750415,30
4INVTA,41.350756,-70.751574,31
4INVTA,41.353897,-70.754561,32
4INVTA,41.354526,-70.754661,33
4INVTA,41.35476,-70.754458,34
4INVTA,41.354984,-70.753959,35
4INVTA,41.356297,-70.751339,36
4INVTA,41.35787,-70.748283,37
4INVTA,41.359752,-70.745813,38
4INVTA,41.361121,-70.744642,39
4INVTA,41.363068,-70.742982,40
4INVTA,41.365077,-70.739664,41
4INVTA,41.370249,-70.734326,42
4INVTA,41.370746,-70.733546,43
4INVTA,41.371525,-70.732724,44
4INVTA,41.372622,-70.73198,45
4INVTA,41.373838,-70.731496,46
4INVTA,41.375548,-70.731652,47
4INVTA,41.3762,-70.73137,48
4INVTA,41.376717,-70.730886,49
4INVTA,41.378854,-70.728322,50
4INVTA,41.380055,-70.726665,51
4INVTA,41.38092,-70.725979,52
4INVTA,41.38133,-70.725757,53
4INVTA,41.382347,-70.725273,54
4INVTA,41.385453,-70.722678,55
4INVTA,41.386658,-70.720826,56
4INVTA,41.388269,-70.718724,57
4INVTA,41.389028,-70.718199,58
4INVTA,41.389393,-70.717835,59
4INVTA,41.392078,-70.713792,60
4INVTA,41.395002,-70.709163,61
4INVTA,41.396192,-70.708209,62
4INVTA,41.396963,-70.707435,63
4INVTA,41.397464,-70.706858,64
4INVTA,41.39773,-70.706539,65
4INVTA,41.400195,-70.70025,66
4INVTA,41.400249,-70.69971,67
4INVTA,41.400222,-70.699277,68
4INVTA,41.399656,-70.696735,69
4INVTA,41.399224,-70.694823,70
4INVTA,41.399183,-70.694265,71
4INVTA,41.399251,-70.693778,72
4INVTA,41.399441,-70.693382,73
4INVTA,41.399833,-70.692877,74
4INVTA,41.400293,-70.692445,75
4INVTA,41.400658,-70.691958,76
4INVTA,41.401223,-70.690977,77
4INVTA,41.403388,-70.685751,78
4INVTA,41.403618,-70.685102,79
4INVTA,41.404057,-70.680952,80
4INVTA,41.404108,-70.680305,81
4INVTA,41.404049,-70.679874,82
4INVTA,41.403267,-70.677742,83
4INVTA,41.403182,-70.67747,84
4INVTA,41.403096,-70.67726,85
4INVTA,41.403248,-70.67688,86
4INVTA,41.403759,-70.675898,87
4INVTA,41.405257,-70.674495,88
4INVTA,41.405571,-70.674388,89
4INVTA,41.406602,-70.67426,90
4INVTA,41.409556,-70.671828,91
4INVTA,41.412913,-70.669733,92
4INVTA,41.413738,-70.66929,93
4INVTA,41.41426,-70.6689,94
4INVTA,41.416516,-70.667321,95
4INVTA,41.417277,-70.666889,96
4INVTA,41.417402,-70.666804,97
4INVTA,41.417454,-70.667155,98
4INVTA,41.417373,-70.667278,99
4INVTA,41.417395,-70.667414,100
4INVTA,41.417787,-70.667194,101
4INVTA,41.41781,-70.667264,102
4INVTA,41.418028,-70.667152,103
4INVTA,41.418107,-70.667275,104
4INVTA,41.41821,-70.667248,105
4INVTA,41.418485,-70.667064,106
4INVTA,41.419186,-70.666493,107
4INVTA,41.419505,-70.666152,108
4INVTA,41.419953,-70.66558,109
4INVTA,41.420027,-70.66549,110
4INVTA,41.420027,-70.665403,111
4INVTA,41.41813,-70.666394,112
4INVTA,41.417477,-70.666737,113
4INVTA,41.416878,-70.66705,114
4INVTA,41.416454,-70.667323,115
4INVTA,41.415462,-70.668025,116
4INVTA,41.414779,-70.668498,117
4INVTA,41.41445,-70.668752,118
4INVTA,41.413932,-70.669113,119
4INVTA,41.413717,-70.669242,120
4INVTA,41.40999,-70.671519,121
4INVTA,41.406676,-70.673907,122
4INVTA,41.405191,-70.674314,123
4INVTA,41.403591,-70.675838,124
4INVTA,41.402791,-70.67726,125
4INVTA,41.402106,-70.677413,126
4INVTA,41.401572,-70.677514,127
4INVTA,41.400201,-70.677261,128
4INVTA,41.399515,-70.676753,129
4INVTA,41.398563,-70.6765,130
4INVTA,41.397496,-70.676856,131
4INVTA,41.394347,-70.677852,132
4INVTA,41.392289,-70.677446,133
4INVTA,41.389166,-70.677345,134
4INVTA,41.38768,-70.676736,135
4INVTA,41.387337,-70.675873,136
4INVTA,41.387184,-70.674401,137
4INVTA,41.386765,-70.673842,138
4INVTA,41.384746,-70.673792,139
4INVTA,41.383146,-70.673742,140
4INVTA,41.382522,-70.674268,141
4INVTA,41.382319,-70.674415,142
4INVTA,41.381363,-70.674501,143
4INVTA,41.380587,-70.674622,144
4INVTA,41.380606,-70.674719,145
4INVTA,41.380668,-70.674816,146
4INVTA,41.380758,-70.674836,147
4INVTA,41.380816,-70.674874,148
4OUTVTA,41.38081,-70.674871,1
4OUTVTA,41.380652,-70.674864,2
4OUTVTA,41.380546,-70.674705,3
4OUTVTA,41.38058,-70.674612,4
4OUTVTA,41.381357,-70.674508,5
4OUTVTA,41.381886,-70.674453,6
4OUTVTA,41.382314,-70.674378,7
4OUTVTA,41.383246,-70.673722,8
4OUTVTA,41.385991,-70.673788,9
4OUTVTA,41.386478,-70.673826,10
4OUTVTA,41.386798,-70.67393,11
4OUTVTA,41.387126,-70.6743,12
4OUTVTA,41.387201,-70.67551,13
4OUTVTA,41.387503,-70.67635,14
4OUTVTA,41.388033,-70.676888,15
4OUTVTA,41.388839,-70.677124,16
4OUTVTA,41.393907,-70.677732,17
4OUTVTA,41.39479,-70.677699,18
4OUTVTA,41.398127,-70.67668,19
4OUTVTA,41.398987,-70.676477,20
4OUTVTA,41.399827,-70.676961,21
4OUTVTA,41.401337,-70.677574,22
4OUTVTA,41.401891,-70.677676,23
4OUTVTA,41.402254,-70.677625,24
4OUTVTA,41.402942,-70.67732,25
4OUTVTA,41.403046,-70.677334,26
4OUTVTA,41.403182,-70.67747,27
4OUTVTA,41.403267,-70.677742,28
4OUTVTA,41.404049,-70.679874,29
4OUTVTA,41.404108,-70.680305,30
4OUTVTA,41.404057,-70.680952,31
4OUTVTA,41.403618,-70.685102,32
4OUTVTA,41.403388,-70.685751,33
4OUTVTA,41.401223,-70.690977,34
4OUTVTA,41.400658,-70.691958,35
4OUTVTA,41.400293,-70.692445,36
4OUTVTA,41.399833,-70.692877,37
4OUTVTA,41.399441,-70.693382,38
4OUTVTA,41.399251,-70.693778,39
4OUTVTA,41.399183,-70.694265,40
4OUTVTA,41.399224,-70.694823,41
4OUTVTA,41.399656,-70.696735,42
4OUTVTA,41.400222,-70.699277,43
4OUTVTA,41.400249,-70.69971,44
4OUTVTA,41.400195,-70.70025,45
4OUTVTA,41.39773,-70.706539,46
4OUTVTA,41.397464,-70.706858,47
4OUTVTA,41.396963,-70.707435,48
4OUTVTA,41.396192,-70.708209,49
4OUTVTA,41.395002,-70.709163,50
4OUTVTA,41.392078,-70.713792,51
4OUTVTA,41.389393,-70.717835,52
4OUTVTA,41.389028,-70.718199,53
4OUTVTA,41.388269,-70.718724,54
4OUTVTA,41.386658,-70.720826,55
4OUTVTA,41.385453,-70.722678,56
4OUTVTA,41.382347,-70.725273,57
4OUTVTA,41.38133,-70.725757,58
4OUTVTA,41.38092,-70.725979,59
4OUTVTA,41.380055,-70.726665,60
4OUTVTA,41.378854,-70.728322,61
4OUTVTA,41.376717,-70.730886,62
4OUTVTA,41.3762,-70.73137,63
4OUTVTA,41.375548,-70.731652,64
4OUTVTA,41.373838,-70.731496,65
4OUTVTA,41.372622,-70.73198,66
4OUTVTA,41.370554,-70.733516,67
4OUTVTA,41.370249,-70.734326,68
4OUTVTA,41.365077,-70.739664,69
4OUTVTA,41.363068,-70.742982,70
4OUTVTA,41.361121,-70.744599,71
4OUTVTA,41.359356,-70.746297,72
4OUTVTA,41.357287,-70.748886,73
4OUTVTA,41.355397,-70.753338,74
4OUTVTA,41.353299,-70.757694,75
4OUTVTA,41.352128,-70.760779,76
4OUTVTA,41.352241,-70.762182,77
4OUTVTA,41.35203,-70.762717,78
4OUTVTA,41.351685,-70.763151,79
4OUTVTA,41.351282,-70.763941,80
4OUTVTA,41.352812,-70.764284,81
4OUTVTA,41.353037,-70.764358,82
4OUTVTA,41.353174,-70.764527,83
4OUTVTA,41.353223,-70.764914,84
4OUTVTA,41.353294,-70.765083,85
4OUTVTA,41.353415,-70.765229,86
4OUTVTA,41.354145,-70.765869,87
4OUTVTA,41.352524,-70.764289,88
4OUTVTA,41.351128,-70.763993,89
4OUTVTA,41.352123,-70.762252,90
4OUTVTA,41.352122,-70.760749,91
4OUTVTA,41.354404,-70.755192,92
4OUTVTA,41.353483,-70.754098,93
4OUTVTA,41.350682,-70.751412,94
4OUTVTA,41.346746,-70.745865,95
4OUTVTA,41.34462,-70.744681,96
4OUTVTA,41.34304,-70.743908,97
4OUTVTA,41.342594,-70.742415,98
5INVTA,41.380212,-70.674697,1
5INVTA,41.379786,-70.674761,2
5INVTA,41.379618,-70.674799,3
5INVTA,41.379207,-70.675154,4
5INVTA,41.377648,-70.676813,5
5INVTA,41.377358,-70.677222,6
5INVTA,41.376461,-70.678672,7
5INVTA,41.376299,-70.678919,8
5INVTA,41.375841,-70.679351,9
5INVTA,41.375841,-70.679351,10
5INVTA,41.373383,-70.681665,11
5INVTA,41.372584,-70.682737,12
5INVTA,41.372022,-70.683917,13
5INVTA,41.371418,-70.684928,14
5INVTA,41.371412,-70.684928,15
5INVTA,41.37125,-70.685113,16
5INVTA,41.36964,-70.686239,17
5INVTA,41.369122,-70.686508,18
5INVTA,41.368185,-70.686915,19
5INVTA,41.367307,-70.687482,20
5INVTA,41.366507,-70.688155,21
5INVTA,41.365159,-70.688547,22
5INVTA,41.362338,-70.68898,23
5INVTA,41.360507,-70.689624,24
5INVTA,41.360044,-70.689961,25
5INVTA,41.357685,-70.692539,26
5INVTA,41.357431,-70.692945,27
5INVTA,41.357105,-70.693644,28
5INVTA,41.356895,-70.694134,29
5INVTA,41.355993,-70.695008,30
5INVTA,41.355782,-70.695288,31
5INVTA,41.355572,-70.695666,32
5INVTA,41.353891,-70.6994,33
5INVTA,41.353723,-70.699666,34
5INVTA,41.353208,-70.700281,35
5INVTA,41.351091,-70.702587,36
5INVTA,41.349515,-70.704936,37
5INVTA,41.349347,-70.705356,38
5INVTA,41.348473,-70.709146,39
5INVTA,41.347087,-70.712626,40
5INVTA,41.347087,-70.712668,41
5INVTA,41.34676,-70.714123,42
5INVTA,41.346402,-70.715885,43
5INVTA,41.346415,-70.719085,44
5INVTA,41.346267,-70.719924,45
5INVTA,41.345636,-70.721364,46
5INVTA,41.345205,-70.7237,47
5INVTA,41.345005,-70.724077,48
5INVTA,41.344006,-70.725545,49
5INVTA,41.342179,-70.728443,50
5INVTA,41.341658,-70.732005,51
5INVTA,41.340619,-70.734077,52
5INVTA,41.340059,-70.734874,53
5INVTA,41.340059,-70.735034,54
5INVTA,41.340099,-70.735884,55
5INVTA,41.341494,-70.738013,56
5INVTA,41.341977,-70.73975,57
5INVTA,41.342608,-70.742481,58
5INVTA,41.34295,-70.743942,59
5INVTA,41.342858,-70.744216,60
5INVTA,41.341349,-70.745249,61
5INVTA,41.339289,-70.749446,62
5INVTA,41.338876,-70.751272,63
5INVTA,41.337321,-70.753583,64
5INVTA,41.335981,-70.755091,65
5INVTA,41.335547,-70.755546,66
5INVTA,41.333786,-70.756822,67
5INVTA,41.332986,-70.757399,68
5INVTA,41.331431,-70.758066,69
5INVTA,41.329396,-70.759433,70
5INVTA,41.328388,-70.76009,71
5INVTA,41.327314,-70.760362,72
5INVTA,41.326239,-70.760482,73
5INVTA,41.325508,-70.760816,74
5INVTA,41.325325,-70.761272,75
5INVTA,41.32505,-70.76185,76
5INVTA,41.324387,-70.762549,77
5INVTA,41.323791,-70.764252,78
5INVTA,41.322715,-70.766106,79
5INVTA,41.322508,-70.767597,80
5INVTA,41.322576,-70.768449,81
5INVTA,41.323169,-70.769363,82
5INVTA,41.323329,-70.769759,83
5INVTA,41.323665,-70.77107,84
5INVTA,41.32526,-70.775911,85
5INVTA,41.325579,-70.776277,86
5INVTA,41.327269,-70.777254,87
5INVTA,41.32752,-70.777833,88
5INVTA,41.327588,-70.778715,89
5INVTA,41.328708,-70.78178,90
5INVTA,41.329584,-70.783602,91
5INVTA,41.330264,-70.786593,92
5INVTA,41.330555,-70.788609,93
5INVTA,41.330846,-70.790104,94
5INVTA,41.331381,-70.792055,95
5INVTA,41.332258,-70.793357,96
5INVTA,41.334697,-70.794532,97
5INVTA,41.334403,-70.795246,98
5INVTA,41.334255,-70.79687,99
5INVTA,41.333522,-70.797519,100
5INVTA,41.332599,-70.799081,101
5INVTA,41.332709,-70.79918,102
5INVTA,41.333414,-70.797827,103
5INVTA,41.333784,-70.797311,104
5INVTA,41.334265,-70.797115,105
5INVTA,41.334415,-70.795613,106
5INVTA,41.334656,-70.795047,107
5INVTA,41.334896,-70.794679,108
5INVTA,41.335765,-70.795296,109
5INVTA,41.335875,-70.795665,110
5INVTA,41.336336,-70.79643,111
5INVTA,41.336894,-70.797073,112
5INVTA,41.339332,-70.799269,113
5INVTA,41.339701,-70.799738,114
5INVTA,41.340565,-70.803335,115
5INVTA,41.340748,-70.80464,116
5INVTA,41.34093,-70.807078,117
5INVTA,41.341077,-70.807817,118
5INVTA,41.34233,-70.810923,119
5INVTA,41.34335,-70.814414,120
5INVTA,41.343735,-70.81705,121
5INVTA,41.343917,-70.818946,122
5INVTA,41.344488,-70.820277,123
5INVTA,41.344746,-70.820992,124
5INVTA,41.344732,-70.824413,125
5INVTA,41.344817,-70.82495,126
5INVTA,41.347483,-70.833374,127
5INVTA,41.34744,-70.833685,128
5INVTA,41.347227,-70.834166,129
5INVTA,41.346503,-70.835493,130
5INVTA,41.346354,-70.83603,131
5INVTA,41.34657,-70.836428,132
5INVTA,41.34663,-70.836458,133
5OUTVTA,41.346627,-70.836451,1
5OUTVTA,41.346723,-70.836464,2
5OUTVTA,41.346839,-70.836443,3
5OUTVTA,41.346939,-70.836377,4
5OUTVTA,41.347532,-70.835935,5
5OUTVTA,41.34771,-70.835631,6
5OUTVTA,41.347825,-70.835146,7
5OUTVTA,41.347815,-70.834592,8
5OUTVTA,41.347722,-70.834093,9
5OUTVTA,41.347665,-70.833859,10
5OUTVTA,41.347896,-70.833356,11
5OUTVTA,41.348335,-70.832744,12
5OUTVTA,41.349097,-70.831459,13
5OUTVTA,41.349577,-70.83044,14
5OUTVTA,41.349952,-70.829444,15
5OUTVTA,41.350112,-70.828849,16
5OUTVTA,41.350407,-70.827733,17
5OUTVTA,41.350591,-70.826755,18
5OUTVTA,41.350642,-70.825841,19
5OUTVTA,41.350707,-70.823407,20
5OUTVTA,41.350795,-70.82246,21
5OUTVTA,41.350908,-70.821346,22
5OUTVTA,41.351075,-70.820294,23
5OUTVTA,41.351231,-70.819425,24
5OUTVTA,41.351423,-70.8181,25
5OUTVTA,41.351479,-70.817452,26
5OUTVTA,41.351522,-70.814808,27
5OUTVTA,41.351521,-70.813579,28
5OUTVTA,41.3514,-70.810711,29
5OUTVTA,41.351373,-70.808755,30
5OUTVTA,41.35137,-70.807579,31
5OUTVTA,41.3516,-70.804277,32
5OUTVTA,41.351812,-70.801047,33
5OUTVTA,41.351897,-70.799926,34
5OUTVTA,41.351787,-70.799174,35
5OUTVTA,41.351638,-70.798577,36
5OUTVTA,41.351438,-70.798193,37
5OUTVTA,41.350976,-70.79757,38
5OUTVTA,41.350451,-70.797151,39
5OUTVTA,41.35031,-70.797106,40
5OUTVTA,41.350217,-70.79716,41
5OUTVTA,41.349593,-70.79857,42
5OUTVTA,41.349213,-70.799268,43
5OUTVTA,41.34882,-70.799739,44
5OUTVTA,41.348559,-70.799961,45
5OUTVTA,41.34837,-70.800069,46
5OUTVTA,41.34797,-70.800172,47
5OUTVTA,41.347505,-70.800247,48
5OUTVTA,41.347226,-70.800253,49
5OUTVTA,41.346304,-70.800381,50
5OUTVTA,41.345779,-70.800465,51
5OUTVTA,41.345322,-70.800545,52
5OUTVTA,41.344778,-70.800664,53
5OUTVTA,41.344403,-70.800735,54
5OUTVTA,41.344115,-70.800804,55
5OUTVTA,41.343764,-70.800898,56
5OUTVTA,41.343222,-70.801037,57
5OUTVTA,41.342807,-70.801146,58
5OUTVTA,41.34218,-70.801279,59
5OUTVTA,41.341727,-70.801373,60
5OUTVTA,41.341606,-70.801392,61
5OUTVTA,41.341017,-70.80138,62
5OUTVTA,41.340399,-70.80131,63
5OUTVTA,41.340226,-70.801304,64
5OUTVTA,41.340096,-70.801331,65
5OUTVTA,41.339701,-70.799738,66
5OUTVTA,41.339332,-70.799269,67
5OUTVTA,41.336894,-70.797073,68
5OUTVTA,41.336336,-70.79643,69
5OUTVTA,41.335875,-70.795665,70
5OUTVTA,41.335765,-70.795296,71
5OUTVTA,41.334896,-70.794679,72
5OUTVTA,41.334697,-70.794532,73
5OUTVTA,41.332258,-70.793357,74
5OUTVTA,41.331381,-70.792055,75
5OUTVTA,41.330846,-70.790104,76
5OUTVTA,41.330555,-70.788609,77
5OUTVTA,41.330264,-70.786593,78
5OUTVTA,41.329584,-70.783602,79
5OUTVTA,41.328708,-70.78178,80
5OUTVTA,41.327588,-70.778715,81
5OUTVTA,41.32752,-70.777833,82
5OUTVTA,41.327269,-70.777254,83
5OUTVTA,41.325579,-70.776277,84
5OUTVTA,41.32526,-70.775911,85
5OUTVTA,41.323665,-70.77107,86
5OUTVTA,41.323329,-70.769759,87
5OUTVTA,41.323169,-70.769363,88
5OUTVTA,41.322576,-70.768449,89
5OUTVTA,41.322508,-70.767597,90
5OUTVTA,41.322715,-70.766106,91
5OUTVTA,41.323791,-70.764252,92
5OUTVTA,41.324387,-70.762549,93
5OUTVTA,41.32505,-70.76185,94
5OUTVTA,41.325325,-70.761272,95
5OUTVTA,41.325508,-70.760816,96
5OUTVTA,41.326239,-70.760482,97
5OUTVTA,41.327314,-70.760362,98
5OUTVTA,41.328388,-70.76009,99
5OUTVTA,41.329396,-70.759433,100
5OUTVTA,41.331431,-70.758066,101
5OUTVTA,41.332986,-70.757399,102
5OUTVTA,41.333786,-70.756822,103
5OUTVTA,41.335547,-70.755546,104
5OUTVTA,41.335981,-70.755091,105
5OUTVTA,41.337321,-70.753583,106
5OUTVTA,41.338876,-70.751272,107
5OUTVTA,41.339289,-70.749446,108
5OUTVTA,41.341349,-70.745249,109
5OUTVTA,41.342858,-70.744216,110
5OUTVTA,41.34295,-70.743942,111
5OUTVTA,41.342608,-70.742481,112
5OUTVTA,41.341977,-70.73975,113
5OUTVTA,41.341494,-70.738013,114
5OUTVTA,41.340099,-70.735884,115
5OUTVTA,41.340059,-70.735034,116
5OUTVTA,41.340059,-70.734874,117
5OUTVTA,41.340619,-70.734077,118
5OUTVTA,41.341658,-70.732005,119
5OUTVTA,41.342179,-70.728443,120
5OUTVTA,41.344006,-70.725545,121
5OUTVTA,41.345005,-70.724077,122
5OUTVTA,41.345205,-70.7237,123
5OUTVTA,41.345636,-70.721364,124
5OUTVTA,41.346267,-70.719924,125
5OUTVTA,41.346415,-70.719085,126
5OUTVTA,41.346402,-70.715885,127
5OUTVTA,41.34676,-70.714123,128
5OUTVTA,41.347087,-70.712668,129
5OUTVTA,41.347087,-70.712626,130
5OUTVTA,41.348473,-70.709146,131
5OUTVTA,41.349347,-70.705356,132
5OUTVTA,41.349515,-70.704936,133
5OUTVTA,41.351091,-70.702587,134
5OUTVTA,41.353208,-70.700281,135
5OUTVTA,41.353723,-70.699666,136
5OUTVTA,41.353891,-70.6994,137
5OUTVTA,41.355572,-70.695666,138
5OUTVTA,41.355782,-70.695288,139
5OUTVTA,41.355993,-70.695008,140
5OUTVTA,41.356895,-70.694134,141
5OUTVTA,41.357105,-70.693644,142
5OUTVTA,41.357431,-70.692945,143
5OUTVTA,41.357685,-70.692539,144
5OUTVTA,41.360044,-70.689961,145
5OUTVTA,41.360507,-70.689624,146
5OUTVTA,41.362338,-70.68898,147
5OUTVTA,41.365159,-70.688547,148
5OUTVTA,41.366507,-70.688155,149
5OUTVTA,41.367307,-70.687482,150
5OUTVTA,41.368185,-70.686915,151
5OUTVTA,41.369122,-70.686508,152
5OUTVTA,41.36964,-70.686239,153
5OUTVTA,41.37125,-70.685113,154
5OUTVTA,41.371412,-70.684928,155
5OUTVTA,41.371418,-70.684928,156
5OUTVTA,41.372022,-70.683917,157
5OUTVTA,41.372584,-70.682737,158
5OUTVTA,41.373383,-70.681665,159
5OUTVTA,41.375841,-70.679351,160
5OUTVTA,41.375841,-70.679351,161
5OUTVTA,41.376299,-70.678919,162
5OUTVTA,41.376461,-70.678672,163
5OUTVTA,41.377358,-70.677222,164
5OUTVTA,41.377648,-70.676813,165
5OUTVTA,41.379207,-70.675154,166
5OUTVTA,41.379618,-70.674799,167
5OUTVTA,41.379786,-70.674761,168
5OUTVTA,41.382003,-70.674463,169
5OUTVTA,41.38106,-70.67458,170
5OUTVTA,41.380215,-70.674694,171
6INVTA,41.381989,-70.674433,1
6INVTA,41.382363,-70.674388,2
6INVTA,41.38272,-70.674173,3
6INVTA,41.38296,-70.673801,4
6INVTA,41.383022,-70.673266,5
6INVTA,41.382754,-70.672358,6
6INVTA,41.382698,-70.671719,7
6INVTA,41.382771,-70.670053,8
6INVTA,41.38304,-70.664947,9
6INVTA,41.383378,-70.661161,10
6INVTA,41.383507,-70.655676,11
6INVTA,41.384091,-70.64991,12
6INVTA,41.384461,-70.646431,13
6INVTA,41.384303,-70.64336,14
6INVTA,41.384366,-70.641593,15
6INVTA,41.384587,-70.640204,16
6INVTA,41.38371,-70.628149,17
6INVTA,41.383678,-70.626339,18
6INVTA,41.383741,-70.624656,19
6INVTA,41.385173,-70.609492,20
6INVTA,41.386747,-70.609704,21
6INVTA,41.387394,-70.610135,22
6INVTA,41.388079,-70.610578,23
6INVTA,41.388392,-70.610578,24
6INVTA,41.388706,-70.610552,25
6INVTA,41.389001,-70.610717,26
6INVTA,41.389039,-70.610717,27
6INVTA,41.389486,-70.611109,28
6INVTA,41.389591,-70.611528,29
6INVTA,41.389344,-70.611845,30
6INVTA,41.389135,-70.61201,31
6INVTA,41.389011,-70.611984,32
6INVTA,41.388868,-70.611807,33
6INVTA,41.388849,-70.611642,34
6INVTA,41.388488,-70.611275,35
6INVTA,41.388345,-70.610996,36
6INVTA,41.388164,-70.610616,37
6INVTA,41.387584,-70.610325,38
6INVTA,41.386823,-70.609768,39
6INVTA,41.38513,-70.60949,40
6INVTA,41.385367,-70.60769,41
6INVTA,41.385662,-70.605142,42
6INVTA,41.385801,-70.603996,43
6INVTA,41.386405,-70.600372,44
6INVTA,41.387153,-70.59607,45
6INVTA,41.387195,-70.595356,46
6INVTA,41.38746,-70.591958,47
6INVTA,41.388191,-70.581288,48
6INVTA,41.388428,-70.577663,49
6INVTA,41.388473,-70.574625,50
6INVTA,41.386916,-70.557178,51
6INVTA,41.38592,-70.541164,52
6INVTA,41.385872,-70.53892,53
6INVTA,41.38615,-70.537237,54
6INVTA,41.386897,-70.535553,55
6INVTA,41.388097,-70.532985,56
6INVTA,41.389635,-70.528121,57
6INVTA,41.390781,-70.521085,58
6INVTA,41.390995,-70.520384,59
6INVTA,41.391387,-70.519524,60
6INVTA,41.390794,-70.517269,61
6INVTA,41.390859,-70.516585,62
6INVTA,41.390333,-70.51516,63
6INVTA,41.39101,-70.514605,64
6OUTVTA,41.39101,-70.514605,1
6OUTVTA,41.390333,-70.51516,2
6OUTVTA,41.390859,-70.516585,3
6OUTVTA,41.390794,-70.517269,4
6OUTVTA,41.391387,-70.519524,5
6OUTVTA,41.390995,-70.520384,6
6OUTVTA,41.390781,-70.521085,7
6OUTVTA,41.389635,-70.528121,8
6OUTVTA,41.388097,-70.532985,9
6OUTVTA,41.386897,-70.535553,10
6OUTVTA,41.38615,-70.537237,11
6OUTVTA,41.385872,-70.53892,12
6OUTVTA,41.38592,-70.541164,13
6OUTVTA,41.386916,-70.557178,14
6OUTVTA,41.388473,-70.574625,15
6OUTVTA,41.388428,-70.577663,16
6OUTVTA,41.388191,-70.581288,17
6OUTVTA,41.38746,-70.591958,18
6OUTVTA,41.387195,-70.595356,19
6OUTVTA,41.387153,-70.59607,20
6OUTVTA,41.386405,-70.600372,21
6OUTVTA,41.385801,-70.603996,22
6OUTVTA,41.385662,-70.605142,23
6OUTVTA,41.385367,-70.60769,24
6OUTVTA,41.38513,-70.60949,25
6OUTVTA,41.386823,-70.609768,26
6OUTVTA,41.387584,-70.610325,27
6OUTVTA,41.388164,-70.610616,28
6OUTVTA,41.388345,-70.610996,29
6OUTVTA,41.388488,-70.611275,30
6OUTVTA,41.388849,-70.611642,31
6OUTVTA,41.388868,-70.611807,32
6OUTVTA,41.389011,-70.611984,33
6OUTVTA,41.389135,-70.61201,34
6OUTVTA,41.389344,-70.611845,35
6OUTVTA,41.389591,-70.611528,36
6OUTVTA,41.389486,-70.611109,37
6OUTVTA,41.389039,-70.610717,38
6OUTVTA,41.389001,-70.610717,39
6OUTVTA,41.388706,-70.610552,40
6OUTVTA,41.388392,-70.610578,41
6OUTVTA,41.388079,-70.610578,42
6OUTVTA,41.387394,-70.610135,43
6OUTVTA,41.386747,-70.609704,44
6OUTVTA,41.385173,-70.609492,45
6OUTVTA,41.383741,-70.624656,46
