shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
6OUTVTA,41.383678,-70.626339,47
6OUTVTA,41.38371,-70.628149,48
6OUTVTA,41.384587,-70.640204,49
6OUTVTA,41.384366,-70.641593,50
6OUTVTA,41.384303,-70.64336,51
6OUTVTA,41.384461,-70.646431,52
6OUTVTA,41.384091,-70.64991,53
6OUTVTA,41.383507,-70.655676,54
6OUTVTA,41.383378,-70.661161,55
6OUTVTA,41.38304,-70.664947,56
6OUTVTA,41.382771,-70.670053,57
6OUTVTA,41.382698,-70.671719,58
6OUTVTA,41.382754,-70.672358,59
6OUTVTA,41.383022,-70.673266,60
6OUTVTA,41.38296,-70.673801,61
6OUTVTA,41.38272,-70.674173,62
6OUTVTA,41.382363,-70.674388,63
6OUTVTA,41.38185,-70.674497,64
6OUTVTA,41.38016,-70.674701,65
7INVTA,41.38843,-70.61055,1
7INVTA,41.38541,-70.60947,2
7INVTA,41.38508,-70.60900,3
7INVTA,41.38660,-70.60016,4
7INVTA,41.40578,-70.60424,5
7INVTA,41.40781,-70.60450,6
7INVTA,41.42458,-70.60111,7
7INVTA,41.43214,-70.59866,8
7INVTA,41.43375,-70.59741,9
7INVTA,41.43597,-70.59484,10
7INVTA,41.43922,-70.59196,11
7INVTA,41.44054,-70.58956,12
7INVTA,41.44408,-70.58544,13
7INVTA,41.44646,-70.58394,14
7INVTA,41.44746,-70.58300,15
7INVTA,41.44778,-70.58197,16
7INVTA,41.44778,-70.58111,17
7INVTA,41.44736,-70.57986,18
7INVTA,41.44643,-70.57669,19
7INVTA,41.44681,-70.57480,20
7INVTA,41.44829,-70.57518,21
7INVTA,41.45082,-70.57527,22
7INVTA,41.45313,-70.57544,23
7INVTA,41.45630,-70.57619,24
7INVTA,41.45770,-70.57617,25
7INVTA,41.46066,-70.57639,26
7INVTA,41.46220,-70.58051,27
7INVTA,41.46219,-70.58092,28
7INVTA,41.46141,-70.58190,29
7INVTA,41.46101,-70.58127,30
7INVTA,41.46088,-70.58105,31
7INVTA,41.46106,-70.58040,32
7INVTA,41.46104,-70.58035,33
7INVTA,41.46093,-70.58027,34
7INVTA,41.46161,-70.57935,35
7INVTA,41.46102,-70.57838,36
7INVTA,41.46135,-70.57817,37
7INVTA,41.46174,-70.57905,38
7INVTA,41.46545,-70.57564,39
7INVTA,41.46547,-70.57527,40
7INVTA,41.46045,-70.56907,41
7INVTA,41.45916,-70.56699,42
7INVTA,41.45857,-70.56471,43
7INVTA,41.45807,-70.56278,44
7INVTA,41.45786,-70.56242,45
7INVTA,41.45715,-70.56134,46
7INVTA,41.45715,-70.56014,47
7INVTA,41.45751,-70.55753,48
7INVTA,41.45722,-70.55765,49
7INVTA,41.45714,-70.55699,50
7OUTVTA,41.45689,-70.55619,1
7OUTVTA,41.45698,-70.55643,2
7OUTVTA,41.45757,-70.55616,3
7OUTVTA,41.45959,-70.55740,4
7OUTVTA,41.45967,-70.55758,5
7OUTVTA,41.45925,-70.55808,6
7OUTVTA,41.45882,-70.55821,7
7OUTVTA,41.45819,-70.55805,8
7OUTVTA,41.45751,-70.55746,9
7OUTVTA,41.45784,-70.55642,10
7OUTVTA,41.45756,-70.55622,11
7OUTVTA,41.45593,-70.55684,12
7OUTVTA,41.45488,-70.55654,13
7OUTVTA,41.45461,-70.55630,14
7OUTVTA,41.45443,-70.55583,15
7OUTVTA,41.45441,-70.55523,16
7OUTVTA,41.45453,-70.55465,17
7OUTVTA,41.45328,-70.55401,18
7OUTVTA,41.45228,-70.55367,19
7OUTVTA,41.45196,-70.55549,20
7OUTVTA,41.45191,-70.55713,21
7OUTVTA,41.45210,-70.55815,22
7OUTVTA,41.45125,-70.56233,23
7OUTVTA,41.45031,-70.56261,24
7OUTVTA,41.44974,-70.56285,25
7OUTVTA,41.44948,-70.56312,26
7OUTVTA,41.44905,-70.56354,27
7OUTVTA,41.44905,-70.56402,28
7OUTVTA,41.44928,-70.56545,29
7OUTVTA,41.44927,-70.56586,30
7OUTVTA,41.44807,-70.57042,31
7OUTVTA,41.44680,-70.57476,32
7OUTVTA,41.44257,-70.57376,33
7OUTVTA,41.44176,-70.57368,34
7OUTVTA,41.43867,-70.57388,35
7OUTVTA,41.43295,-70.57450,36
7OUTVTA,41.43108,-70.57488,37
7OUTVTA,41.42732,-70.57673,38
7OUTVTA,41.42555,-70.57819,39
7OUTVTA,41.41583,-70.58300,40
7OUTVTA,41.42056,-70.60081,41
7OUTVTA,41.42043,-70.60175,42
7OUTVTA,41.40852,-70.60432,43
7OUTVTA,41.40678,-70.60441,44
7OUTVTA,41.38647,-70.60016,45
7OUTVTA,41.38518,-70.60926,46
7OUTVTA,41.38879,-70.61068,47
8VTA,41.390984,-70.514666,1
8VTA,41.390312,-70.515209,2
8VTA,41.390786,-70.51653,3
8VTA,41.388376,-70.518765,4
8VTA,41.387636,-70.519113,5
8VTA,41.387004,-70.51937,6
8VTA,41.386058,-70.519226,7
8VTA,41.385208,-70.519081,8
8VTA,41.383357,-70.518245,9
8VTA,41.381724,-70.517316,10
8VTA,41.380819,-70.516898,11
8VTA,41.378235,-70.516955,12
8VTA,41.376093,-70.517911,13
8VTA,41.373635,-70.519608,14
8VTA,41.368795,-70.521627,15
8VTA,41.363559,-70.523329,16
8VTA,41.354277,-70.52874,17
8VTA,41.350778,-70.528872,18
8VTA,41.35064,-70.525256,19
8VTA,41.34953,-70.511851,20
8VTA,41.353156,-70.510724,21
8VTA,41.354276,-70.507862,22
8VTA,41.3549,-70.507827,23
8VTA,41.362719,-70.512134,24
8VTA,41.370477,-70.513737,25
8VTA,41.372324,-70.512968,26
8VTA,41.373472,-70.512966,27
8VTA,41.376945,-70.515022,28
8VTA,41.378269,-70.515784,29
8VTA,41.380825,-70.51665,30
8VTA,41.385346,-70.518837,31
8VTA,41.387319,-70.518966,32
8VTA,41.387818,-70.518666,33
8VTA,41.388915,-70.518064,34
8VTA,41.390537,-70.516564,35
8VTA,41.390136,-70.515267,36
8VTA,41.390859,-70.514433,37
9INVTA,41.38908,-70.61076,1
9INVTA,41.38947,-70.61117,2
9INVTA,41.38958,-70.61153,3
9INVTA,41.38938,-70.61178,4
9INVTA,41.38903,-70.61204,5
9INVTA,41.38871,-70.61151,6
9INVTA,41.38834,-70.61105,7
9INVTA,41.38828,-70.61085,8
9INVTA,41.38790,-70.61050,9
9INVTA,41.38751,-70.61023,10
9INVTA,41.38675,-70.60975,11
9INVTA,41.38520,-70.60945,12
9INVTA,41.38646,-70.60018,13
9INVTA,41.38992,-70.60089,14
9INVTA,41.40129,-70.60325,15
9INVTA,41.40472,-70.60409,16
9INVTA,41.40636,-70.60441,17
9INVTA,41.40684,-70.60445,18
9INVTA,41.40765,-70.60445,19
9INVTA,41.40901,-70.60418,20
9INVTA,41.41147,-70.60365,21
9INVTA,41.42081,-70.60175,22
9INVTA,41.41922,-70.59575,23
9INVTA,41.41886,-70.59445,24
9INVTA,41.41945,-70.59394,25
9INVTA,41.41998,-70.59388,26
9INVTA,41.42036,-70.59412,27
9INVTA,41.42055,-70.59494,28
9INVTA,41.42070,-70.59530,29
9INVTA,41.42094,-70.59548,30
9INVTA,41.42123,-70.59548,31
9INVTA,41.42183,-70.59535,32
9INVTA,41.42206,-70.59541,33
9INVTA,41.42242,-70.59561,34
9INVTA,41.42233,-70.59568,35
9INVTA,41.42192,-70.59545,36
9INVTA,41.42159,-70.59547,37
9INVTA,41.42123,-70.59554,38
9INVTA,41.42103,-70.59553,39
9INVTA,41.42067,-70.59544,40
9INVTA,41.42027,-70.59417,41
9INVTA,41.42003,-70.59402,42
9INVTA,41.41964,-70.59395,43
9INVTA,41.41932,-70.59416,44
9INVTA,41.41893,-70.59465,45
9INVTA,41.41698,-70.58745,46
9INVTA,41.41592,-70.58292,47
9INVTA,41.42559,-70.57825,48
9INVTA,41.42762,-70.57653,49
9INVTA,41.42926,-70.57588,50
9INVTA,41.43125,-70.57481,51
9INVTA,41.43327,-70.57431,52
9INVTA,41.43521,-70.57415,53
9INVTA,41.43960,-70.57386,54
9INVTA,41.44191,-70.57367,55
9INVTA,41.44677,-70.57475,56
9INVTA,41.45218,-70.57540,57
9INVTA,41.45463,-70.57574,58
9INVTA,41.45344,-70.57222,59
9INVTA,41.45254,-70.56858,60
9INVTA,41.45554,-70.56777,61
9INVTA,41.45476,-70.56276,62
9INVTA,41.45715,-70.56105,63
9INVTA,41.45711,-70.56057,64
9INVTA,41.45743,-70.55805,65
9INVTA,41.45699,-70.55638,66
9OUTVTA,41.457033,-70.556384,1
9OUTVTA,41.457366,-70.557662,2
9OUTVTA,41.457428,-70.55815,3
9OUTVTA,41.457268,-70.559178,4
9OUTVTA,41.457175,-70.559984,5
9OUTVTA,41.457136,-70.561037,6
9OUTVTA,41.457201,-70.561315,7
9OUTVTA,41.458117,-70.56277,8
9OUTVTA,41.458997,-70.56656,9
9OUTVTA,41.45919,-70.566966,10
9OUTVTA,41.460428,-70.568999,11
9OUTVTA,41.46234,-70.571352,12
9OUTVTA,41.465425,-70.575096,13
9OUTVTA,41.465505,-70.575331,14
9OUTVTA,41.46543,-70.575629,15
9OUTVTA,41.464419,-70.576638,16
9OUTVTA,41.461661,-70.579126,17
9OUTVTA,41.462068,-70.580367,18
9OUTVTA,41.462152,-70.580812,19
9OUTVTA,41.461694,-70.58137,20
9OUTVTA,41.461541,-70.581426,21
9OUTVTA,41.460817,-70.58048,22
9OUTVTA,41.460845,-70.580369,23
9OUTVTA,41.460761,-70.580128,24
9OUTVTA,41.460608,-70.580091,25
9OUTVTA,41.460636,-70.580277,26
9OUTVTA,41.46111,-70.581037,27
9OUTVTA,41.461527,-70.581537,28
9OUTVTA,41.46175,-70.581574,29
9OUTVTA,41.462041,-70.581184,30
9OUTVTA,41.462222,-70.580775,31
9OUTVTA,41.462221,-70.580534,32
9OUTVTA,41.461748,-70.579143,33
9OUTVTA,41.460804,-70.576624,34
9OUTVTA,41.460546,-70.576354,35
9OUTVTA,41.459276,-70.576258,36
9OUTVTA,41.456201,-70.576139,37
9OUTVTA,41.454967,-70.575748,38
9OUTVTA,41.452221,-70.575358,39
9OUTVTA,41.44846,-70.575196,40
9OUTVTA,41.446824,-70.57475,41
9OUTVTA,41.44644,-70.576349,42
9OUTVTA,41.447117,-70.57854,43
9OUTVTA,41.447837,-70.580999,44
9OUTVTA,41.447859,-70.581788,45
9OUTVTA,41.447785,-70.582225,46
9OUTVTA,41.447711,-70.582536,47
9OUTVTA,41.447384,-70.583227,48
9OUTVTA,41.447057,-70.583678,49
9OUTVTA,41.446476,-70.584018,50
9OUTVTA,41.444459,-70.585247,51
9OUTVTA,41.443192,-70.586419,52
9OUTVTA,41.441406,-70.588169,53
9OUTVTA,41.440593,-70.5897,54
9OUTVTA,41.439938,-70.591042,55
9OUTVTA,41.438429,-70.592931,56
9OUTVTA,41.437774,-70.59351,57
9OUTVTA,41.436749,-70.594159,58
9OUTVTA,41.435794,-70.595109,59
9OUTVTA,41.434319,-70.597125,60
9OUTVTA,41.433104,-70.598124,61
9OUTVTA,41.430394,-70.599249,62
9OUTVTA,41.426562,-70.6005,63
9OUTVTA,41.421046,-70.602128,64
9OUTVTA,41.41147,-70.60365,65
9OUTVTA,41.409012,-70.604181,66
9OUTVTA,41.407649,-70.604453,67
9OUTVTA,41.406838,-70.604454,68
9OUTVTA,41.406359,-70.604405,69
9OUTVTA,41.404718,-70.604088,70
9OUTVTA,41.401295,-70.603245,71
9OUTVTA,41.38992,-70.600893,72
9OUTVTA,41.386463,-70.600176,73
9OUTVTA,41.385203,-70.60945,74
9OUTVTA,41.386754,-70.609746,75
9OUTVTA,41.387508,-70.610227,76
9OUTVTA,41.387902,-70.610495,77
9OUTVTA,41.388284,-70.610849,78
9OUTVTA,41.388337,-70.611047,79
9OUTVTA,41.38871,-70.611514,80
9OUTVTA,41.389028,-70.612038,81
9OUTVTA,41.389379,-70.611783,82
9OUTVTA,41.389581,-70.611528,83
9OUTVTA,41.389474,-70.611174,84
9OUTVTA,41.389081,-70.610763,85
9OUTVTA,41.388582,-70.610566,86
9OUTVTA,41.388189,-70.610608,87
10VTA,41.45527,-70.601312,1
10VTA,41.455203,-70.60132,2
10VTA,41.45393,-70.601198,3
10VTA,41.453509,-70.603271,4
10VTA,41.452673,-70.604368,5
10VTA,41.452384,-70.604984,6
10VTA,41.452064,-70.605594,7
10VTA,41.451451,-70.60663,8
10VTA,41.450455,-70.609827,9
10VTA,41.44816,-70.614338,10
10VTA,41.446767,-70.615958,11
10VTA,41.445102,-70.613788,12
10VTA,41.446767,-70.615958,13
10VTA,41.44816,-70.614338,14
10VTA,41.450455,-70.609827,15
10VTA,41.451451,-70.60663,16
10VTA,41.452064,-70.605594,17
10VTA,41.452394,-70.604984,18
10VTA,41.452673,-70.604368,19
10VTA,41.453509,-70.603271,20
10VTA,41.45393,-70.601198,21
10VTA,41.455203,-70.60132,22
10VTA,41.45527,-70.601312,23

12VTA,41.34270,-70.74268,1
12VTA,41.34289,-70.74382,2
12VTA,41.34325,-70.74399,3
12VTA,41.34556,-70.74247,4
12VTA,41.34974,-70.73708,5
12VTA,41.35019,-70.73646,6
12VTA,41.35262,-70.73184,7
12VTA,41.35288,-70.73084,8
12VTA,41.35425,-70.72866,9
12VTA,41.35434,-70.72824,10
12VTA,41.35425,-70.72711,11
12VTA,41.35441,-70.72623,12
12VTA,41.35568,-70.72531,13
12VTA,41.35657,-70.72448,14
12VTA,41.35828,-70.72232,15
12VTA,41.35872,-70.72153,16,
12VTA,41.36044,-70.72002,17
12VTA,41.36264,-70.72300,18
12VTA,41.36355,-70.72458,19
12VTA,41.36422,-70.72544,20
12VTA,41.36492,-70.72620,21
12VTA,41.36560,-70.72734,22
12VTA,41.36666,-70.72909,23
12VTA,41.36739,-70.72963,24
12VTA,41.36815,-70.72984,25
12VTA,41.36993,-70.73096,26
12VTA,41.37045,-70.73149,27
12VTA,41.37150,-70.73280,28
12VTA,41.37098,-70.73327,29
12VTA,41.37059,-70.73377,30
12VTA,41.37027,-70.73436,31
12VTA,41.37002,-70.73470,32
12VTA,41.36463,-70.74048,33
12VTA,41.36276,-70.74327,34
12VTA,41.36157,-70.74439,35
12VTA,41.36003,-70.74555,36
12VTA,41.35807,-70.74798,37
12VTA,41.35735,-70.74908,38
12VTA,41.35503,-70.75388,39
12VTA,41.35284,-70.75858,40
12VTA,41.35217,-70.76063,41
12VTA,41.35208,-70.76115,42
12VTA,41.35221,-70.76207,43
12VTA,41.35217,-70.76242,44
12VTA,41.35162,-70.76328,45
12VTA,41.35137,-70.76395,46
12VTA,41.35287,-70.76430,47
12VTA,41.35322,-70.76468,48
12VTA,41.35332,-70.76509,49
12VTA,41.35446,-70.76629,50
12VTA,41.35336,-70.76520,51
12VTA,41.35325,-70.76506,52
12VTA,41.35320,-70.76473,53
12VTA,41.35290,-70.76441,54
12VTA,41.35136,-70.76401,55
12VTA,41.35207,-70.76262,56
12VTA,41.35224,-70.76225,57
12VTA,41.35206,-70.76107,58
12VTA,41.35279,-70.75856,59
12VTA,41.35428,-70.75535,60
12VTA,41.35413,-70.75479,61
12VTA,41.35384,-70.75441,62
12VTA,41.35057,-70.75126,63
12VTA,41.34734,-70.74664,64
12VTA,41.34652,-70.74557,65
12VTA,41.34602,-70.74517,66
12VTA,41.34420,-70.74460,67
12VTA,41.34321,-70.74405,68
12VTA,41.34291,-70.74370,69
12VTA,41.34273,-70.74276,70

SH_12IT,41.36628,-70.72616,1
SH_12IT,41.36586,-70.72635,2
SH_12IT,41.36571,-70.72744,3
SH_12IT,41.36662,-70.72901,4
SH_12IT,41.367,-70.7294,5
SH_12IT,41.36802,-70.72974,6
SH_12IT,41.37007,-70.73111,7
SH_12IT,41.37154,-70.73271,8
SH_12IT,41.37105,-70.7332,9
SH_12IT,41.37055,-70.73383,10
SH_12IT,41.37008,-70.73468,11
SH_12IT,41.36465,-70.74051,12
SH_12IT,41.36277,-70.74329,13
SH_12IT,41.36125,-70.74461,14
SH_12IT,41.35983,-70.74578,15
SH_12IT,41.35732,-70.74908,16
SH_12IT,41.35575,-70.75231,17
SH_12IT,41.35374,-70.75662,18
SH_12IT,41.35249,-70.75939,19
SH_12IT,41.3521,-70.76099,20
SH_12IT,41.3522,-70.76217,21
SH_12IT,41.35209,-70.76258,22
SH_12IT,41.35165,-70.76327,23
SH_12IT,41.3514,-70.76388,24
SH_12IT,41.35308,-70.76441,25
SH_12IT,41.35323,-70.76473,26
SH_12IT,41.35323,-70.765,27
SH_12IT,41.35474,-70.76657,28
SH_12IT,41.35463,-70.76663,29
SH_12IT,41.3532,-70.76499,30
SH_12IT,41.35317,-70.76459,31
SH_12IT,41.35305,-70.76438,32
SH_12IT,41.35143,-70.76383,33
SH_12IT,41.35163,-70.7633,34
SH_12IT,41.35206,-70.7626,35
SH_12IT,41.3522,-70.76223,36
SH_12IT,41.35212,-70.76104,37
SH_12IT,41.35247,-70.75944,38
SH_12IT,41.35432,-70.75541,39
SH_12IT,41.35413,-70.75476,40
SH_12IT,41.35069,-70.75144,41
SH_12IT,41.34668,-70.74573,42
SH_12IT,41.34625,-70.74526,43
SH_12IT,41.34385,-70.74448,44
SH_12IT,41.34299,-70.7438,45
SH_12IT,41.34265,-70.74249,46
SH_12IT,41.34293,-70.74366,47
SH_12IT,41.34318,-70.74404,48
SH_12IT,41.34565,-70.7424,49
SH_12IT,41.34973,-70.73706,50
SH_12IT,41.35039,-70.73612,51
SH_12IT,41.35256,-70.73197,52
SH_12IT,41.35286,-70.73086,53
SH_12IT,41.35358,-70.72966,54
SH_12IT,41.35413,-70.72877,55
SH_12IT,41.35438,-70.72802,56
SH_12IT,41.35428,-70.72709,57
SH_12IT,41.35439,-70.72619,58
SH_12IT,41.35564,-70.72535,59
SH_12IT,41.35657,-70.72439,60
SH_12IT,41.3583,-70.7223,61
SH_12IT,41.35882,-70.72132,62
SH_12IT,41.36043,-70.7201200000001,63
SH_12IT,41.36186,-70.7218700000001,64
SH_12IT,41.36327,-70.7240400000001,65
SH_12IT,41.36369,-70.7248200000001,66
SH_12IT,41.36429,-70.7255100000001,67
SH_12IT,41.365,-70.7262700000001,68
SH_12IT,41.3657,-70.7273200000001,69

SH_12SS,41.36628,-70.72616,1
SH_12SS,41.36586,-70.72635,2
SH_12SS,41.36571,-70.72744,3
SH_12SS,41.36662,-70.72901,4
SH_12SS,41.367,-70.7294,5
SH_12SS,41.36802,-70.72974,6
SH_12SS,41.37007,-70.73111,7
SH_12SS,41.37154,-70.73271,8
SH_12SS,41.37105,-70.7332,9
SH_12SS,41.37055,-70.73383,10
SH_12SS,41.37008,-70.73468,11
SH_12SS,41.36465,-70.74051,12
SH_12SS,41.36277,-70.74329,13
SH_12SS,41.36125,-70.74461,14
SH_12SS,41.35983,-70.74578,15
SH_12SS,41.35732,-70.74908,16
SH_12SS,41.35575,-70.75231,17
SH_12SS,41.35374,-70.75662,18
SH_12SS,41.35249,-70.75939,19
SH_12SS,41.3521,-70.76099,20
SH_12SS,41.3522,-70.76217,21
SH_12SS,41.35209,-70.76258,22
SH_12SS,41.35165,-70.76327,23
SH_12SS,41.3514,-70.76388,24
SH_12SS,41.35308,-70.76441,25
SH_12SS,41.35323,-70.76473,26
SH_12SS,41.35323,-70.765,27
SH_12SS,41.35474,-70.76657,28
SH_12SS,41.35463,-70.76663,29
